,Author,Document title,Abstract,Year,Original scale name,Category,Item content,tokens,tokens_nouns,tokens_nouns__unique_list,tokens_nouns__unique,qwen_embeddings,qwen_embeddings_raw,group,cluster,dim1,dim2
10,"Ozdemir, O",THE ENVIRONMENTALISM OF UNIVERSITY STUDENTS: THEIR ETHICAL ATTITUDES TOWARD THE ENVIRONMENT,"The study tries to determine the environmentalism of university students based on their attitudes towards the environment. The present study was carried out among 220 senior students studying in various departments in 2007-2008 academic year. The data were collected through an Environmental Ethics scale developed by the researcher and were analyzed through proper statistics from SPSS program package. In light of the findings, it can be argued that the participants mostly exhibit a mild environmentalism tendency that pays attention to both the instrumental and intrinsic values of non-human entities.",2012,,environmentalism,the main reason for the deterioration of nature is the desire for steady progress,"['main', 'reason', 'deterioration', 'nature', 'desire', 'steady', 'progress']","['main', 'reason', 'deterioration', 'nature', 'desire', 'steady', 'progress']","['progress', 'steady', 'main', 'deterioration', 'nature', 'desire', 'reason']",progress steady main deterioration nature desire reason,"[ 1.1559304   1.31200564 -0.70859772 ... -0.10059366  0.74653828
  1.2657671 ]","[ 0.81527573 -1.34555411 -0.89330196 ... -0.57630688 -0.24846578
  0.46189904]",0.0,0,15.973902,-4.328982
11,"Ozdemir, O",THE ENVIRONMENTALISM OF UNIVERSITY STUDENTS: THEIR ETHICAL ATTITUDES TOWARD THE ENVIRONMENT,"The study tries to determine the environmentalism of university students based on their attitudes towards the environment. The present study was carried out among 220 senior students studying in various departments in 2007-2008 academic year. The data were collected through an Environmental Ethics scale developed by the researcher and were analyzed through proper statistics from SPSS program package. In light of the findings, it can be argued that the participants mostly exhibit a mild environmentalism tendency that pays attention to both the instrumental and intrinsic values of non-human entities.",2012,,environmentalism,a simple life in harmony with nature is better than a modern life dependent on technology,"['simple', 'life', 'harmony', 'nature', 'well', 'modern', 'life', 'dependent', 'technology']","['simple', 'life', 'harmony', 'nature', 'well', 'modern', 'life', 'dependent', 'technology']","['dependent', 'well', 'technology', 'modern', 'nature', 'life', 'simple', 'harmony']",dependent well technology modern nature life simple harmony,"[ 2.51904082  1.77393568 -0.51390159 ... -0.4302887  -0.18693827
  0.30605915]","[ 2.83304262  1.08918297  0.26549688 ... -1.0596118  -2.18556809
  0.3834624 ]",0.0,6,40.9776,-1.1615149
12,"Ozdemir, O",THE ENVIRONMENTALISM OF UNIVERSITY STUDENTS: THEIR ETHICAL ATTITUDES TOWARD THE ENVIRONMENT,"The study tries to determine the environmentalism of university students based on their attitudes towards the environment. The present study was carried out among 220 senior students studying in various departments in 2007-2008 academic year. The data were collected through an Environmental Ethics scale developed by the researcher and were analyzed through proper statistics from SPSS program package. In light of the findings, it can be argued that the participants mostly exhibit a mild environmentalism tendency that pays attention to both the instrumental and intrinsic values of non-human entities.",2012,,environmentalism,i prefer a short but simple and natural life to a long life through technology,"['prefer', 'short', 'simple', 'natural', 'life', 'long', 'life', 'technology']","['short', 'simple', 'natural', 'life', 'long', 'life', 'technology']","['natural', 'technology', 'long', 'simple', 'short', 'life']",natural technology long simple short life,"[ 2.33133984 -0.20186636  0.5687061  ...  0.97144431 -0.67380464
 -0.72143102]","[ 3.13147545  0.56773508 -0.71735692 ... -0.80246061 -0.64728141
  1.00396514]",0.0,6,40.979725,-1.2526106
13,"Ozdemir, O",THE ENVIRONMENTALISM OF UNIVERSITY STUDENTS: THEIR ETHICAL ATTITUDES TOWARD THE ENVIRONMENT,"The study tries to determine the environmentalism of university students based on their attitudes towards the environment. The present study was carried out among 220 senior students studying in various departments in 2007-2008 academic year. The data were collected through an Environmental Ethics scale developed by the researcher and were analyzed through proper statistics from SPSS program package. In light of the findings, it can be argued that the participants mostly exhibit a mild environmentalism tendency that pays attention to both the instrumental and intrinsic values of non-human entities.",2012,,environmentalism,technology-dependent life alienates us from nature.,"['technology', 'dependent', 'life', 'alienate', 'nature']","['technology', 'dependent', 'life', 'nature']","['technology', 'nature', 'life', 'dependent']",technology nature life dependent,"[ 2.1041882   1.13512146 -0.97305006 ... -0.79106289  0.05728446
  0.93262684]","[ 5.43871403  0.79357535 -0.33725441 ...  1.23922741 -1.37371027
 -1.9405148 ]",0.0,6,41.766556,-0.45506856
14,"Ozdemir, O",THE ENVIRONMENTALISM OF UNIVERSITY STUDENTS: THEIR ETHICAL ATTITUDES TOWARD THE ENVIRONMENT,"The study tries to determine the environmentalism of university students based on their attitudes towards the environment. The present study was carried out among 220 senior students studying in various departments in 2007-2008 academic year. The data were collected through an Environmental Ethics scale developed by the researcher and were analyzed through proper statistics from SPSS program package. In light of the findings, it can be argued that the participants mostly exhibit a mild environmentalism tendency that pays attention to both the instrumental and intrinsic values of non-human entities.",2012,,environmentalism,other creatures want to live as humans do,"['creature', 'want', 'live', 'human']","['creature', 'human']","['creature', 'human']",creature human,"[ 0.46340343  2.71318269  1.7918061  ...  0.96987426 -2.45262599
  1.38405252]","[ 2.21848774  1.29382336 -1.74430335 ... -0.33176255 -1.92777193
 -0.02985347]",0.0,6,7.22957,-16.417595
15,"Ozdemir, O",THE ENVIRONMENTALISM OF UNIVERSITY STUDENTS: THEIR ETHICAL ATTITUDES TOWARD THE ENVIRONMENT,"The study tries to determine the environmentalism of university students based on their attitudes towards the environment. The present study was carried out among 220 senior students studying in various departments in 2007-2008 academic year. The data were collected through an Environmental Ethics scale developed by the researcher and were analyzed through proper statistics from SPSS program package. In light of the findings, it can be argued that the participants mostly exhibit a mild environmentalism tendency that pays attention to both the instrumental and intrinsic values of non-human entities.",2012,,environmentalism,animals have feelings like humans,"['animal', 'feeling', 'human']","['animal', 'feeling', 'human']","['animal', 'feeling', 'human']",animal feeling human,"[-0.6234377  -1.2079767   0.78163612 ...  1.03067398 -1.97045314
  2.23362923]","[-1.44223261  0.77450824 -0.35562328 ... -0.20147035  1.22170269
  1.97723389]",0.0,3,28.846807,-0.94378203
16,"Ozdemir, O",THE ENVIRONMENTALISM OF UNIVERSITY STUDENTS: THEIR ETHICAL ATTITUDES TOWARD THE ENVIRONMENT,"The study tries to determine the environmentalism of university students based on their attitudes towards the environment. The present study was carried out among 220 senior students studying in various departments in 2007-2008 academic year. The data were collected through an Environmental Ethics scale developed by the researcher and were analyzed through proper statistics from SPSS program package. In light of the findings, it can be argued that the participants mostly exhibit a mild environmentalism tendency that pays attention to both the instrumental and intrinsic values of non-human entities.",2012,,environmentalism,every living thing has its own right to protect and maintain its existence,"['live', 'thing', 'right', 'protect', 'maintain', 'existence']","['thing', 'right', 'existence']","['thing', 'right', 'existence']",thing right existence,"[ 0.06332709  0.66663277 -0.15618843 ... -1.17664874 -0.62822819
  0.05800528]","[ 0.78772545 -1.82070422  1.4452852  ... -0.82013547 -0.11016109
 -0.40512615]",0.0,9,28.08329,-11.830416
17,"Ozdemir, O",THE ENVIRONMENTALISM OF UNIVERSITY STUDENTS: THEIR ETHICAL ATTITUDES TOWARD THE ENVIRONMENT,"The study tries to determine the environmentalism of university students based on their attitudes towards the environment. The present study was carried out among 220 senior students studying in various departments in 2007-2008 academic year. The data were collected through an Environmental Ethics scale developed by the researcher and were analyzed through proper statistics from SPSS program package. In light of the findings, it can be argued that the participants mostly exhibit a mild environmentalism tendency that pays attention to both the instrumental and intrinsic values of non-human entities.",2012,,environmentalism,we need to treat animals at least as well as we treat humans,"['need', 'treat', 'animal', 'least', 'well', 'treat', 'human']","['animal', 'least', 'human']","['least', 'animal', 'human']",least animal human,"[-1.38017344  0.52570826 -0.22153027 ... -0.90212333 -0.66520345
  1.17230904]",[0.83484864 1.0144937  1.41892779 ... 0.63924348 0.9930957  0.57172805],0.0,3,27.735174,-1.4525918
18,"Ozdemir, O",THE ENVIRONMENTALISM OF UNIVERSITY STUDENTS: THEIR ETHICAL ATTITUDES TOWARD THE ENVIRONMENT,"The study tries to determine the environmentalism of university students based on their attitudes towards the environment. The present study was carried out among 220 senior students studying in various departments in 2007-2008 academic year. The data were collected through an Environmental Ethics scale developed by the researcher and were analyzed through proper statistics from SPSS program package. In light of the findings, it can be argued that the participants mostly exhibit a mild environmentalism tendency that pays attention to both the instrumental and intrinsic values of non-human entities.",2012,,environmentalism,the main reason behind the deterioration on nature is a consumption-dependent life style,"['main', 'reason', 'deterioration', 'nature', 'consumption', 'dependent', 'life', 'style']","['main', 'reason', 'deterioration', 'nature', 'consumption', 'dependent', 'life', 'style']","['dependent', 'main', 'deterioration', 'style', 'nature', 'life', 'consumption', 'reason']",dependent main deterioration style nature life consumption reason,"[ 2.37391162  1.84137285 -0.74104363 ... -1.30745459 -0.79637694
  1.42471707]","[ 4.7958107   2.29579115  3.25334096 ...  0.15094087 -2.22233033
 -0.49717811]",0.0,9,45.967426,-13.097951
19,"Ozdemir, O",THE ENVIRONMENTALISM OF UNIVERSITY STUDENTS: THEIR ETHICAL ATTITUDES TOWARD THE ENVIRONMENT,"The study tries to determine the environmentalism of university students based on their attitudes towards the environment. The present study was carried out among 220 senior students studying in various departments in 2007-2008 academic year. The data were collected through an Environmental Ethics scale developed by the researcher and were analyzed through proper statistics from SPSS program package. In light of the findings, it can be argued that the participants mostly exhibit a mild environmentalism tendency that pays attention to both the instrumental and intrinsic values of non-human entities.",2012,,environmentalism,"in order to protect nature, socio-economic causes leading to the destruction of nature should be eliminated","['order', 'protect', 'nature', 'socio', 'economic', 'cause', 'lead', 'destruction', 'nature', 'eliminate']","['order', 'nature', 'economic', 'cause', 'destruction', 'nature']","['order', 'economic', 'cause', 'nature', 'destruction']",order economic cause nature destruction,"[ 1.12916529  0.8841629  -2.86812711 ... -1.01044357  2.6900394
  0.87794656]","[ 2.06095886 -0.65946251 -0.13560313 ... -0.41199654  1.3326894
 -0.2331965 ]",0.0,6,11.116716,-36.46812
20,"Ozdemir, O",THE ENVIRONMENTALISM OF UNIVERSITY STUDENTS: THEIR ETHICAL ATTITUDES TOWARD THE ENVIRONMENT,"The study tries to determine the environmentalism of university students based on their attitudes towards the environment. The present study was carried out among 220 senior students studying in various departments in 2007-2008 academic year. The data were collected through an Environmental Ethics scale developed by the researcher and were analyzed through proper statistics from SPSS program package. In light of the findings, it can be argued that the participants mostly exhibit a mild environmentalism tendency that pays attention to both the instrumental and intrinsic values of non-human entities.",2012,,environmentalism,global warming can only be prevented with the renunciation of life styles resulting in the exploitation of nature,"['global', 'warming', 'prevent', 'renunciation', 'life', 'style', 'result', 'exploitation', 'nature']","['global', 'warming', 'renunciation', 'life', 'style', 'exploitation', 'nature']","['renunciation', 'global', 'warming', 'style', 'nature', 'exploitation', 'life']",renunciation global warming style nature exploitation life,"[ 2.48580503  2.77009869  0.65473533 ... -0.09359498  0.26249513
  1.24856365]","[ 2.29320502  1.56209159  0.16855052 ... -0.00517076  0.4123767
 -1.22863269]",0.0,7,49.82096,12.794861
21,"Ozdemir, O",THE ENVIRONMENTALISM OF UNIVERSITY STUDENTS: THEIR ETHICAL ATTITUDES TOWARD THE ENVIRONMENT,"The study tries to determine the environmentalism of university students based on their attitudes towards the environment. The present study was carried out among 220 senior students studying in various departments in 2007-2008 academic year. The data were collected through an Environmental Ethics scale developed by the researcher and were analyzed through proper statistics from SPSS program package. In light of the findings, it can be argued that the participants mostly exhibit a mild environmentalism tendency that pays attention to both the instrumental and intrinsic values of non-human entities.",2012,,environmentalism,the ethical task of the human race is to protect natural unity,"['ethical', 'task', 'human', 'race', 'protect', 'natural', 'unity']","['ethical', 'task', 'human', 'race', 'natural', 'unity']","['natural', 'ethical', 'human', 'unity', 'task', 'race']",natural ethical human unity task race,"[ 3.59455872 -0.41181254 -1.13575673 ...  0.02918901  0.16365036
  2.37905288]","[ 3.48077607 -0.44066426 -0.14748749 ...  0.56824982  0.37719774
  1.62146604]",0.0,3,14.541236,-22.927345
22,"Ozdemir, O",THE ENVIRONMENTALISM OF UNIVERSITY STUDENTS: THEIR ETHICAL ATTITUDES TOWARD THE ENVIRONMENT,"The study tries to determine the environmentalism of university students based on their attitudes towards the environment. The present study was carried out among 220 senior students studying in various departments in 2007-2008 academic year. The data were collected through an Environmental Ethics scale developed by the researcher and were analyzed through proper statistics from SPSS program package. In light of the findings, it can be argued that the participants mostly exhibit a mild environmentalism tendency that pays attention to both the instrumental and intrinsic values of non-human entities.",2012,,environmentalism,the main reason behind the deterioration of nature is the dominant world view leading to the exploitation of nature,"['main', 'reason', 'deterioration', 'nature', 'dominant', 'world', 'view', 'lead', 'exploitation', 'nature']","['main', 'reason', 'deterioration', 'nature', 'dominant', 'world', 'view', 'exploitation', 'nature']","['dominant', 'main', 'deterioration', 'nature', 'view', 'exploitation', 'world', 'reason']",dominant main deterioration nature view exploitation world reason,"[ 1.48264945  0.80924135 -1.07864714 ...  0.10411441  1.93313682
  1.46800816]","[ 3.03653502  0.91021717 -0.93032891 ...  0.02699935  1.85582685
 -1.12181199]",0.0,7,49.868958,12.685262
23,"Ray, John J.;Lovejoy, F. H.",Attitude toward the environment as a special case of attitude toward all living things.,"M. Maccoby's (1972) attitude scale, which measures E. Fromm's (1973) concept of 'biophilia' (emotional commitment to life), was administered to 45 university students, 54 Ss from groups for unemployed youth, and 58 young conservative activists. Ss also completed an environmentalism scale. Results suggest that emotionalism played only a small part in environmentalist attitudes and that conservatives were not less biophilic than the other groups. Thus, findings do not support the Fromm-Maccoby theory. (4 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1984,australian environmentalism scale,environmentalism,"when houses are built in a new area, they should be built around the trees -- not cut the trees down","['house', 'build', 'new', 'area', 'build', 'tree', 'cut', 'tree']","['house', 'new', 'area', 'tree', 'tree']","['house', 'tree', 'new', 'area']",house tree new area,"[ 2.86705661  1.41594756 -1.03899634 ... -0.59383929 -2.49304438
 -0.3208296 ]","[ 2.2808094   1.57851064  3.76362514 ... -0.82629031 -2.1115253
 -1.0940944 ]",0.0,6,-2.6870718,-26.248238
24,"Ray, John J.;Lovejoy, F. H.",Attitude toward the environment as a special case of attitude toward all living things.,"M. Maccoby's (1972) attitude scale, which measures E. Fromm's (1973) concept of 'biophilia' (emotional commitment to life), was administered to 45 university students, 54 Ss from groups for unemployed youth, and 58 young conservative activists. Ss also completed an environmentalism scale. Results suggest that emotionalism played only a small part in environmentalist attitudes and that conservatives were not less biophilic than the other groups. Thus, findings do not support the Fromm-Maccoby theory. (4 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1984,australian environmentalism scale,environmentalism,our cities have become too big,"['city', 'become', 'big']","['city', 'big']","['city', 'big']",city big,"[-0.12389677 -0.26148242 -1.94566429 ...  0.43206999  2.32205653
  1.9118396 ]","[ 1.97880936  0.42501146 -0.18215393 ... -0.86465347  1.02652645
  1.62151909]",0.0,6,1.1365583,-23.389559
25,"Ray, John J.;Lovejoy, F. H.",Attitude toward the environment as a special case of attitude toward all living things.,"M. Maccoby's (1972) attitude scale, which measures E. Fromm's (1973) concept of 'biophilia' (emotional commitment to life), was administered to 45 university students, 54 Ss from groups for unemployed youth, and 58 young conservative activists. Ss also completed an environmentalism scale. Results suggest that emotionalism played only a small part in environmentalist attitudes and that conservatives were not less biophilic than the other groups. Thus, findings do not support the Fromm-Maccoby theory. (4 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1984,australian environmentalism scale,environmentalism,a landscaped garden is as good any day as a natural bush setting,"['landscaped', 'garden', 'good', 'day', 'natural', 'bush', 'setting']","['landscaped', 'garden', 'good', 'day', 'natural', 'bush', 'setting']","['natural', 'day', 'garden', 'good', 'setting', 'bush', 'landscaped']",natural day garden good setting bush landscaped,"[ 1.74795091  1.98169255 -0.08555105 ...  0.53775984 -0.17320076
  0.66698056]","[ 0.15677927  1.72500992 -0.67410004 ...  0.16892511  0.55403656
 -0.32874945]",0.0,3,-5.1771083,-28.882874
26,"Ray, John J.;Lovejoy, F. H.",Attitude toward the environment as a special case of attitude toward all living things.,"M. Maccoby's (1972) attitude scale, which measures E. Fromm's (1973) concept of 'biophilia' (emotional commitment to life), was administered to 45 university students, 54 Ss from groups for unemployed youth, and 58 young conservative activists. Ss also completed an environmentalism scale. Results suggest that emotionalism played only a small part in environmentalist attitudes and that conservatives were not less biophilic than the other groups. Thus, findings do not support the Fromm-Maccoby theory. (4 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1984,australian environmentalism scale,environmentalism,we should start planning now for a society without motor cars,"['start', 'plan', 'society', 'motor', 'car']","['society', 'motor', 'car']","['car', 'society', 'motor']",car society motor,"[ 2.87240982  0.37390596  3.55139685 ...  1.02588999 -3.36585259
  0.38353682]","[ 2.05184627  0.91040653  3.60327458 ... -0.30186653 -1.32623935
  1.34733915]",0.0,6,17.48596,20.553986
27,"Ray, John J.;Lovejoy, F. H.",Attitude toward the environment as a special case of attitude toward all living things.,"M. Maccoby's (1972) attitude scale, which measures E. Fromm's (1973) concept of 'biophilia' (emotional commitment to life), was administered to 45 university students, 54 Ss from groups for unemployed youth, and 58 young conservative activists. Ss also completed an environmentalism scale. Results suggest that emotionalism played only a small part in environmentalist attitudes and that conservatives were not less biophilic than the other groups. Thus, findings do not support the Fromm-Maccoby theory. (4 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1984,australian environmentalism scale,environmentalism,australia is the last country that should worry about overpopulation,"['australia', 'last', 'country', 'worry', 'overpopulation']","['australia', 'last', 'country', 'overpopulation']","['country', 'last', 'australia', 'overpopulation']",country last australia overpopulation,"[ 1.39660358  4.11670494 -3.20758224 ...  0.92571348 -1.32400334
  0.34255794]","[ 2.2655251   5.0077405  -0.69609278 ...  1.96798992  1.02359641
  0.80036992]",0.0,0,9.824863,14.623049
28,"Ray, John J.;Lovejoy, F. H.",Attitude toward the environment as a special case of attitude toward all living things.,"M. Maccoby's (1972) attitude scale, which measures E. Fromm's (1973) concept of 'biophilia' (emotional commitment to life), was administered to 45 university students, 54 Ss from groups for unemployed youth, and 58 young conservative activists. Ss also completed an environmentalism scale. Results suggest that emotionalism played only a small part in environmentalist attitudes and that conservatives were not less biophilic than the other groups. Thus, findings do not support the Fromm-Maccoby theory. (4 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1984,australian environmentalism scale,environmentalism,our modern highly processed foods are bad for our health,"['modern', 'highly', 'process', 'food', 'bad', 'health']","['modern', 'food', 'bad', 'health']","['modern', 'health', 'food', 'bad']",modern health food bad,"[-0.48768201  4.01058817 -0.38935614 ... -0.77245384  0.14758401
  1.1300776 ]","[ 1.33644676  2.18068933 -2.17915487 ... -0.64142555 -1.23868203
  0.74683458]",0.0,9,-3.0365329,13.3153925
